sample_accession,sample_description,tax_id,age,altitude,assembly_quality,assembly_software,binning_software,bio_material,broad_scale_environmental_context,broker_name,cell_line,cell_type,center_name,checklist,collected_by,collection_date,collection_date_end,collection_date_start,completeness_score,contamination_score,country,cultivar,culture_collection,datahub,depth,description,dev_stage,disease,ecotype,elevation,environment_biome,environment_feature,environment_material,environmental_medium,environmental_sample,experimental_factor,first_public,germline,host,host_body_site,host_genotype,host_gravidity,host_growth_conditions,host_phenotype,host_scientific_name,host_sex,host_status,host_tax_id,identified_by,investigation_type,isolate,isolation_source,keywords,last_updated,lat,local_environmental_context,location,location_end,location_start,lon,marine_region,mating_type,ncbi_reporting_standard,ph,project_name,protocol_label,related_sample_accession,salinity,sample_alias,sample_capture_status,sample_collection,sample_material,sample_title,sampling_campaign,sampling_platform,sampling_site,scientific_name,secondary_sample_accession,sequencing_method,serotype,serovar,sex,specimen_voucher,status,strain,study_accession,sub_species,sub_strain,submission_accession,submission_tool,submitted_host_sex,tag,target_gene,tax_lineage,taxonomic_classification,taxonomic_identity_marker,temperature,tissue_lib,tissue_type,variety
SAMN38356774,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-A10-37-3-257,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611507,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356786,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-B10-37-3-258,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611519,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356789,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-C01-37-3-189,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611524,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356791,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-C03-37-3-205,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611527,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMEA116061313,Fagus sylvatica sample H68_H68,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H68_H68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H68_H68,,,,,,,,Fagus sylvatica,ERS21059354,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN38356793,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-C05-37-3-221,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611529,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356798,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-C10-37-3-259,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611703,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356800,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-C12-37-3-275,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611278,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356814,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-E02-37-3-199,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611291,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMEA116061317,Fagus sylvatica sample H71_H71,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H71_H71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H71_H71,,,,,,,,Fagus sylvatica,ERS21059358,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN38356818,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-E06-37-3-231,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611296,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356821,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-E09-37-3-253,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611300,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356825,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-F01-37-3-192,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611627,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMEA116061318,Fagus sylvatica sample H73_H73,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H73_H73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H73_H73,,,,,,,,Fagus sylvatica,ERS21059359,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN38356830,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-F06-37-3-232,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611634,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356836,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-F12-37-3-278,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611639,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356838,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-G02-37-3-201,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611642,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356850,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-H03-37-3-210,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611656,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMEA116061323,Fagus sylvatica sample H81_H81,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H81_H81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H81_H81,,,,,,,,Fagus sylvatica,ERS21059364,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN38356852,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P03-H05-37-3-226,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611658,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMEA116061324,Fagus sylvatica sample H82_H82,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H82_H82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H82_H82,,,,,,,,Fagus sylvatica,ERS21059365,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN38356858,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P04-A01-37-4-280,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611408,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356893,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P04-C12-37-4-370,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611543,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356897,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P04-D04-37-4-307,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611548,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMEA116061329,Fagus sylvatica sample H87_H87,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H87_H87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H87_H87,,,,,,,,Fagus sylvatica,ERS21059370,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN38356924,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P04-F07-37-4-333,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611318,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356928,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P04-F11-37-4-365,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611322,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356932,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P04-G03-37-4-302,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611327,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMEA116061331,Fagus sylvatica sample H9_H9,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H9_H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H9_H9,,,,,,,,Fagus sylvatica,ERS21059372,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN38356959,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P05-A12-37-5-464,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611680,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356967,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P05-C08-37-5-434,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611689,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356973,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P05-D08-37-5-435,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611440,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMEA116061334,Fagus sylvatica sample H92_H92,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H92_H92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H92_H92,,,,,,,,Fagus sylvatica,ERS21059375,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN38356980,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P05-E10-37-5-452,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611449,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356989,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P05-G08-37-5-438,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611459,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMN38356994,Plant sample from Fagus sylvatica,28930,missing,,,,,,,NCBI,,,University of Goettingen,,,2020,2020-12-31,2020-01-01,,,Germany,,,,,Plant sample from Fagus sylvatica,adult,,,,,,,,,,2024-04-18,,,,,,,,,,,,,,,,,2024-04-18,,,,,,,,,Plant,,,,,,P05-H07-37-5-431,,,,Plant sample from Fagus sylvatica,,,,Fagus sylvatica,SRS19611464,,,,,,public,,PRJNA1043878,,,SRA1755746,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,Leaf,
SAMEA116061337,Fagus sylvatica sample H95_H95,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H95_H95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H95_H95,,,,,,,,Fagus sylvatica,ERS21059378,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN41684428,A2,28930,,,,,,,,NCBI,,,IMPRES,,,2019-09-04,2019-09-04,2019-09-03,,,Germany: Greifswald,Fagus sylvatica L.,,,,A2,Dormant bud,,,,,,,,,,2024-06-04,,,,,,,,,,,,,,5WB0366,,,2024-06-04,,,,,,,,,Plant,,,,,,GE_H1_2,,,,A2,,,,Fagus sylvatica,SRS21520560,,,,,,public,,PRJNA1120215,,,SRA1889629,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,dormant bud,
SAMN41684433,A7,28930,,,,,,,,NCBI,,,IMPRES,,,2019-10-02,2019-10-02,2019-10-01,,,Germany: Greifswald,Fagus sylvatica L.,,,,A7,Dormant bud,,,,,,,,,,2024-06-04,,,,,,,,,,,,,,5WB0366,,,2024-06-04,,,,,,,,,Plant,,,,,,GE_H3_1,,,,A7,,,,Fagus sylvatica,SRS21520615,,,,,,public,,PRJNA1120215,,,SRA1889629,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,dormant bud,
SAMN41684436,A10,28930,,,,,,,,NCBI,,,IMPRES,,,2019-10-16,2019-10-16,2019-10-15,,,Germany: Greifswald,Fagus sylvatica L.,,,,A10,Dormant bud,,,,,,,,,,2024-06-04,,,,,,,,,,,,,,5WB0366,,,2024-06-04,,,,,,,,,Plant,,,,,,GE_H4_1,,,,A10,,,,Fagus sylvatica,SRS21520630,,,,,,public,,PRJNA1120215,,,SRA1889629,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,dormant bud,
SAMEA116061338,Fagus sylvatica sample H96_H96,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample H96_H96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H96_H96,,,,,,,,Fagus sylvatica,ERS21059379,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
SAMN41684441,A15,28930,,,,,,,,NCBI,,,IMPRES,,,2019-10-30,2019-10-30,2019-10-30,,,Germany: Greifswald,Fagus sylvatica L.,,,,A15,Dormant bud,,,,,,,,,,2024-06-04,,,,,,,,,,,,,,5WB0366,,,2024-06-04,,,,,,,,,Plant,,,,,,GE_H5_3,,,,A15,,,,Fagus sylvatica,SRS21520565,,,,,,public,,PRJNA1120215,,,SRA1889629,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,dormant bud,
SAMN41684446,A20,28930,,,,,,,,NCBI,,,IMPRES,,,2019-11-27,2019-11-27,2019-11-27,,,Germany: Greifswald,Fagus sylvatica L.,,,,A20,Dormant bud,,,,,,,,,,2024-06-04,,,,,,,,,,,,,,5WB0366,,,2024-06-04,,,,,,,,,Plant,,,,,,GE_H7_2,,,,A20,,,,Fagus sylvatica,SRS21520570,,,,,,public,,PRJNA1120215,,,SRA1889629,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,dormant bud,
SAMEA116061339,Fagus sylvatica sample I10_I10,28930,,,,,,,,,,,,,,2021-05-03,2021-05-03,2021-05-02,,,Germany,,,,,Fagus sylvatica sample I10_I10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I10_I10,,,,,,,,Fagus sylvatica,ERS21059380,,,,,,public,,PRJEB80328,,,ERA30809190,,,,,1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3502;3503;21024;28930,,,,,,
